fips,county,pop_total,pop_margin,male_total,male_error,female_total,female_error
26007,"Alpena County, Michigan",11947,311,6093,247,5854,205
26009,"Antrim County, Michigan",9193,238,4782,171,4411,170
26011,"Arenac County, Michigan",5414,169,2674,116,2740,121
26013,"Baraga County, Michigan",2410,285,1056,177,1354,167
26015,"Barry County, Michigan",25642,647,13926,404,11716,452
26017,"Bay County, Michigan",45099,725,23060,532,22039,442
26019,"Benzie County, Michigan",7493,226,3802,165,3691,145
26021,"Berrien County, Michigan",66615,962,34620,630,31995,681
26023,"Branch County, Michigan",17421,441,9460,346,7961,262
26025,"Calhoun County, Michigan",55633,858,27950,582,27683,617
26027,"Cass County, Michigan",21641,472,11662,328,9979,352
26029,"Charlevoix County, Michigan",11350,355,5906,217,5444,212
26031,"Cheboygan County, Michigan",9739,366,5075,220,4664,227
26033,"Chippewa County, Michigan",14400,457,7390,312,7010,293
26035,"Clare County, Michigan",9928,348,5386,212,4542,231
26037,"Clinton County, Michigan",35393,613,17840,421,17553,414
26039,"Crawford County, Michigan",5032,209,2644,160,2388,149
26041,"Delta County, Michigan",15148,409,7894,299,7254,297
26043,"Dickinson County, Michigan",11151,383,5744,285,5407,257
26045,"Eaton County, Michigan",49787,722,25127,522,24660,545
26047,"Emmet County, Michigan",15438,288,7868,211,7570,219
26049,"Genesee County, Michigan",154516,1763,75838,1162,78678,1248
26051,"Gladwin County, Michigan",8358,272,4415,194,3943,189
26053,"Gogebic County, Michigan",5624,361,2842,269,2782,166
26055,"Grand Traverse County, Michigan",42103,1023,21489,711,20614,642
26057,"Gratiot County, Michigan",15749,504,8167,376,7582,312
26059,"Hillsdale County, Michigan",18508,418,9874,286,8634,289
26061,"Houghton County, Michigan",14920,415,8263,309,6657,308
26063,"Huron County, Michigan",13470,293,7200,180,6270,194
26065,"Ingham County, Michigan",127756,1375,64053,870,63703,982
26067,"Ionia County, Michigan",25522,640,13366,483,12156,350
26069,"Iosco County, Michigan",8563,336,4328,232,4235,234
26071,"Iron County, Michigan",4337,190,2163,152,2174,112
26073,"Isabella County, Michigan",31013,806,15576,563,15437,506
26075,"Jackson County, Michigan",64050,1109,32976,735,31074,757
26077,"Kalamazoo County, Michigan",117207,1393,60285,1030,56922,938
26079,"Kalkaska County, Michigan",6443,182,3480,115,2963,147
26081,"Kent County, Michigan",289771,1941,151708,1385,138063,1546
26083,"Keweenaw County, Michigan",847,59,428,47,419,34
26085,"Lake County, Michigan",3085,182,1519,132,1566,96
26087,"Lapeer County, Michigan",35886,630,19483,465,16403,439
26089,"Leelanau County, Michigan",9434,276,5036,197,4398,176
26091,"Lenawee County, Michigan",42091,677,21582,460,20509,490
26093,"Livingston County, Michigan",88160,1095,47762,613,40398,862
26095,"Luce County, Michigan",1983,164,1002,139,981,77
26097,"Mackinac County, Michigan",4323,185,2121,137,2202,118
26099,"Macomb County, Michigan",381600,2056,197682,1400,183918,1633
26101,"Manistee County, Michigan",8873,298,4756,198,4117,211
26103,"Marquette County, Michigan",29043,661,14830,417,14213,424
26105,"Mason County, Michigan",11885,352,6113,263,5772,242
26107,"Mecosta County, Michigan",16534,530,8518,389,8016,353
26109,"Menominee County, Michigan",9988,296,5112,200,4876,193
26111,"Midland County, Michigan",36365,672,19129,438,17236,492
26113,"Missaukee County, Michigan",6060,157,3320,100,2740,110
26115,"Monroe County, Michigan",65710,1097,34988,622,30722,878
26117,"Montcalm County, Michigan",23398,479,12559,363,10839,336
26119,"Montmorency County, Michigan",2735,158,1324,113,1411,112
26121,"Muskegon County, Michigan",66943,981,33880,693,33063,727
26123,"Newaygo County, Michigan",18050,402,9581,243,8469,270
26125,"Oakland County, Michigan",580039,2595,304495,1672,275544,1740
26127,"Oceana County, Michigan",10064,305,5445,164,4619,213
26129,"Ogemaw County, Michigan",7445,262,3725,169,3720,174
26131,"Ontonagon County, Michigan",2137,138,1105,88,1032,78
26133,"Osceola County, Michigan",8708,234,4617,161,4091,157
26135,"Oscoda County, Michigan",2667,165,1390,113,1277,104
26137,"Otsego County, Michigan",10267,368,5379,258,4888,230
26139,"Ottawa County, Michigan",129071,1327,69683,886,59388,959
26141,"Presque Isle County, Michigan",4462,133,2408,111,2054,97
26143,"Roscommon County, Michigan",7227,339,3746,233,3481,214
26145,"Saginaw County, Michigan",78853,1106,38074,769,40779,746
26147,"St. Clair County, Michigan",66763,1110,34676,714,32087,742
26149,"St. Joseph County, Michigan",24822,609,13525,378,11297,388
26151,"Sanilac County, Michigan",16518,400,8917,277,7601,246
26153,"Schoolcraft County, Michigan",2682,161,1283,122,1399,97
26155,"Shiawassee County, Michigan",28953,638,15038,408,13915,410
26157,"Tuscola County, Michigan",22052,497,11465,312,10587,327
26159,"Van Buren County, Michigan",31739,637,16503,406,15236,423
26161,"Washtenaw County, Michigan",169545,1782,87825,1337,81720,1087
26163,"Wayne County, Michigan",670156,3662,335804,2666,334352,2191
26165,"Wexford County, Michigan",13007,416,6906,254,6101,271
27001,"Aitkin County, Minnesota",6374,191,3316,135,3058,108
27003,"Anoka County, Minnesota",175464,1353,90718,920,84746,941
27005,"Becker County, Minnesota",15403,275,8178,188,7225,178
27007,"Beltrami County, Minnesota",19957,503,10016,352,9941,291
27009,"Benton County, Minnesota",19393,509,10283,333,9110,339
27011,"Big Stone County, Minnesota",2418,78,1312,55,1106,51
27013,"Blue Earth County, Minnesota",35147,531,18125,390,17022,358
27015,"Brown County, Minnesota",13339,253,6984,175,6355,181
27017,"Carlton County, Minnesota",15920,366,8299,288,7621,231
27019,"Carver County, Minnesota",49996,686,26382,413,23614,519
27021,"Cass County, Minnesota",11813,285,6308,183,5505,170
27023,"Chippewa County, Minnesota",6306,151,3341,117,2965,98
27025,"Chisago County, Minnesota",26941,554,14010,381,12931,356
27027,"Clay County, Minnesota",32208,523,16217,375,15991,418
27029,"Clearwater County, Minnesota",3454,91,1812,68,1642,73
27031,"Cook County, Minnesota",2726,146,1321,102,1405,90
27033,"Cottonwood County, Minnesota",5399,191,2784,121,2615,121
27035,"Crow Wing County, Minnesota",28183,493,14675,293,13508,370
27037,"Dakota County, Minnesota",215803,1678,111244,1082,104559,1079
27039,"Dodge County, Minnesota",10593,221,5501,158,5092,134
27041,"Douglas County, Minnesota",18211,400,9693,292,8518,289
27043,"Faribault County, Minnesota",6952,160,3840,117,3112,119
27045,"Fillmore County, Minnesota",10188,162,5381,114,4807,101
27047,"Freeborn County, Minnesota",14894,336,7817,205,7077,225
27049,"Goodhue County, Minnesota",23177,478,12121,316,11056,320
27051,"Grant County, Minnesota",2919,90,1495,67,1424,56
27053,"Hennepin County, Minnesota",623276,2880,324554,1864,298722,2058
27055,"Houston County, Minnesota",9609,208,4932,165,4677,123
27057,"Hubbard County, Minnesota",9329,213,4698,156,4631,146
27059,"Isanti County, Minnesota",18880,346,9910,230,8970,299
27061,"Itasca County, Minnesota",19367,541,10088,303,9279,342
27063,"Jackson County, Minnesota",5223,156,2790,126,2433,105
27065,"Kanabec County, Minnesota",7022,189,3605,156,3417,144
27067,"Kandiyohi County, Minnesota",21430,363,11418,302,10012,259
27069,"Kittson County, Minnesota",2129,69,1194,54,935,45
27071,"Koochiching County, Minnesota",5810,248,2986,153,2824,179
27073,"Lac qui Parle County, Minnesota",3359,112,1849,64,1510,69
27075,"Lake County, Minnesota",4741,183,2506,148,2235,136
27077,"Lake of the Woods County, Minnesota",1971,152,1129,97,842,86
27079,"Le Sueur County, Minnesota",14238,250,7638,184,6600,166
27081,"Lincoln County, Minnesota",2946,83,1639,52,1307,51
27083,"Lyon County, Minnesota",13925,300,7458,192,6467,214
27085,"McLeod County, Minnesota",18503,408,9859,248,8644,257
27087,"Mahnomen County, Minnesota",2121,78,1045,54,1076,46
27089,"Marshall County, Minnesota",4657,107,2499,66,2158,67
27091,"Martin County, Minnesota",10239,274,5348,202,4891,178
27093,"Meeker County, Minnesota",11179,214,6051,148,5128,126
27095,"Mille Lacs County, Minnesota",11479,283,5908,200,5571,163
27097,"Morrison County, Minnesota",16011,316,8375,200,7636,178
27099,"Mower County, Minnesota",18594,407,9844,279,8750,262
27101,"Murray County, Minnesota",4223,91,2195,70,2028,79
27103,"Nicollet County, Minnesota",18246,352,9263,266,8983,252
27105,"Nobles County, Minnesota",10162,258,5728,206,4434,203
27107,"Norman County, Minnesota",3088,92,1610,69,1478,55
27109,"Olmsted County, Minnesota",77949,865,39085,571,38864,562
27111,"Otter Tail County, Minnesota",26863,405,14243,295,12620,258
27113,"Pennington County, Minnesota",7381,190,3752,136,3629,134
27115,"Pine County, Minnesota",12656,358,6720,276,5936,178
27117,"Pipestone County, Minnesota",4631,124,2467,92,2164,96
27119,"Polk County, Minnesota",15459,332,8206,244,7253,260
27121,"Pope County, Minnesota",5320,117,2835,93,2485,102
27123,"Ramsey County, Minnesota",256575,1928,128069,1287,128506,1275
27125,"Red Lake County, Minnesota",2048,51,1073,40,975,39
27127,"Redwood County, Minnesota",7506,226,4017,144,3489,145
27129,"Renville County, Minnesota",7396,144,3983,93,3413,109
27131,"Rice County, Minnesota",32880,760,16926,564,15954,419
27133,"Rock County, Minnesota",4679,177,2426,121,2253,103
27135,"Roseau County, Minnesota",8180,151,4419,88,3761,123
27137,"St. Louis County, Minnesota",92866,1128,48262,791,44604,746
27139,"Scott County, Minnesota",71862,859,37487,546,34375,591
27141,"Sherburne County, Minnesota",45578,914,24414,474,21164,642
27143,"Sibley County, Minnesota",7648,163,4075,116,3573,101
27145,"Stearns County, Minnesota",79744,1051,40725,739,39019,612
27147,"Steele County, Minnesota",18070,461,9424,296,8646,283
27149,"Stevens County, Minnesota",5050,212,2678,180,2372,146
27151,"Swift County, Minnesota",4919,147,2703,97,2216,103
27153,"Todd County, Minnesota",11161,294,5941,185,5220,167
27155,"Traverse County, Minnesota",1618,65,867,46,751,41
27157,"Wabasha County, Minnesota",11140,233,5863,128,5277,169
27159,"Wadena County, Minnesota",5742,225,3072,151,2670,161
27161,"Waseca County, Minnesota",9330,296,4874,167,4456,228
27163,"Washington County, Minnesota",126519,1076,64382,682,62137,688
27165,"Watonwan County, Minnesota",5621,177,3042,120,2579,133
27167,"Wilkin County, Minnesota",3331,116,1790,75,1541,80
27169,"Winona County, Minnesota",27495,598,14209,346,13286,423
27171,"Wright County, Minnesota",66010,790,34490,588,31520,564
27173,"Yellow Medicine County, Minnesota",5037,129,2707,103,2330,74
28001,"Adams County, Mississippi",10562,518,5198,386,5364,342
28003,"Alcorn County, Mississippi",14444,494,7977,406,6467,395
28005,"Amite County, Mississippi",4250,399,2396,247,1854,263
28007,"Attala County, Mississippi",6594,340,3536,240,3058,248
28009,"Benton County, Mississippi",3090,295,1625,205,1465,202
28011,"Bolivar County, Mississippi",12255,434,5936,273,6319,341
28013,"Calhoun County, Mississippi",5572,311,2885,197,2687,193
28015,"Carroll County, Mississippi",3628,399,1871,250,1757,231
28017,"Chickasaw County, Mississippi",6197,340,3388,230,2809,258
28019,"Choctaw County, Mississippi",2912,198,1472,149,1440,127
28021,"Claiborne County, Mississippi",2429,297,1021,205,1408,153
28023,"Clarke County, Mississippi",5869,375,2981,201,2888,281
28025,"Clay County, Mississippi",7454,398,3774,294,3680,293
28027,"Coahoma County, Mississippi",8423,419,4044,281,4379,280
28029,"Copiah County, Mississippi",10189,469,5214,337,4975,333
28031,"Covington County, Mississippi",6745,436,3622,246,3123,296
28033,"DeSoto County, Mississippi",79658,1055,40687,672,38971,894
28035,"Forrest County, Mississippi",31898,846,16915,588,14983,643
28037,"Franklin County, Mississippi",2934,206,1570,136,1364,150
28039,"George County, Mississippi",8238,521,4850,355,3388,349
28041,"Greene County, Mississippi",3816,381,2324,300,1492,234
28043,"Grenada County, Mississippi",7857,552,3947,357,3910,415
28045,"Hancock County, Mississippi",18083,876,9837,595,8246,630
28047,"Harrison County, Mississippi",86928,1337,47055,833,39873,1054
28049,"Hinds County, Mississippi",103304,1711,49268,1092,54036,1076
28051,"Holmes County, Mississippi",5410,358,2672,217,2738,222
28053,"Humphreys County, Mississippi",2516,241,1242,145,1274,157
28055,"Issaquena County, Mississippi",319,67,205,51,114,43
28057,"Itawamba County, Mississippi",9030,433,4993,309,4037,286
28059,"Jackson County, Mississippi",58195,1137,31565,775,26630,791
28061,"Jasper County, Mississippi",6090,443,3360,268,2730,263
28063,"Jefferson County, Mississippi",1834,271,698,172,1136,189
28065,"Jefferson Davis County, Mississippi",4221,335,2049,237,2172,256
28067,"Jones County, Mississippi",26110,745,14211,548,11899,652
28069,"Kemper County, Mississippi",3500,378,1610,263,1890,200
28071,"Lafayette County, Mississippi",21314,1002,11380,669,9934,588
28073,"Lamar County, Mississippi",26749,743,13766,528,12983,673
28075,"Lauderdale County, Mississippi",32476,1182,16943,914,15533,615
28077,"Lawrence County, Mississippi",4614,267,2460,169,2154,166
28079,"Leake County, Mississippi",8038,523,4048,425,3990,283
28081,"Lee County, Mississippi",36556,820,18729,552,17827,590
28083,"Leflore County, Mississippi",9603,522,4683,355,4920,341
28085,"Lincoln County, Mississippi",12656,611,6773,418,5883,465
28087,"Lowndes County, Mississippi",24168,649,12798,461,11370,498
28089,"Madison County, Mississippi",47234,879,24311,554,22923,636
28091,"Marion County, Mississippi",8782,561,4819,408,3963,340
28093,"Marshall County, Mississippi",13838,577,7431,373,6407,423
28095,"Monroe County, Mississippi",13549,500,7005,342,6544,361
28097,"Montgomery County, Mississippi",3651,353,1795,220,1856,211
28099,"Neshoba County, Mississippi",11577,403,5952,241,5625,271
28101,"Newton County, Mississippi",8527,341,4339,227,4188,274
28103,"Noxubee County, Mississippi",3775,298,1906,190,1869,209
28105,"Oktibbeha County, Mississippi",19526,845,10212,580,9314,552
28107,"Panola County, Mississippi",12070,706,6249,440,5821,487
28109,"Pearl River County, Mississippi",20020,792,11152,532,8868,628
28111,"Perry County, Mississippi",3961,270,2255,180,1706,223
28113,"Pike County, Mississippi",14027,681,7089,393,6938,453
28115,"Pontotoc County, Mississippi",12687,546,6363,454,6324,409
28117,"Prentiss County, Mississippi",9330,561,4902,388,4428,382
28119,"Quitman County, Mississippi",2439,195,1199,124,1240,118
28121,"Rankin County, Mississippi",67324,1178,33981,671,33343,871
28123,"Scott County, Mississippi",10693,548,5511,384,5182,363
28125,"Sharkey County, Mississippi",1557,175,709,112,848,138
28127,"Simpson County, Mississippi",10138,524,5347,410,4791,363
28129,"Smith County, Mississippi",6312,321,3449,247,2863,203
28131,"Stone County, Mississippi",6630,552,3695,361,2935,339
28133,"Sunflower County, Mississippi",8178,501,4039,375,4139,275
28135,"Tallahatchie County, Mississippi",3915,304,1719,260,2196,168
28137,"Tate County, Mississippi",11441,526,5886,368,5555,340
28139,"Tippah County, Mississippi",8213,468,4630,295,3583,298
28141,"Tishomingo County, Mississippi",7147,506,3914,306,3233,306
28143,"Tunica County, Mississippi",4110,309,2123,253,1987,181
28145,"Union County, Mississippi",10918,434,6047,290,4871,292
28147,"Walthall County, Mississippi",5501,374,2905,252,2596,253
28149,"Warren County, Mississippi",19583,634,9929,400,9654,486
28151,"Washington County, Mississippi",16820,517,7777,375,9043,359
28153,"Wayne County, Mississippi",7429,591,4012,326,3417,375
28155,"Webster County, Mississippi",3493,247,1834,172,1659,161
28157,"Wilkinson County, Mississippi",3152,234,1597,178,1555,182
28159,"Winston County, Mississippi",6679,416,3474,292,3205,267
28161,"Yalobusha County, Mississippi",4776,376,2267,290,2509,199
28163,"Yazoo County, Mississippi",8162,739,4298,600,3864,296
29001,"Adair County, Missouri",10761,439,5414,332,5347,285
29003,"Andrew County, Missouri",8377,281,4144,248,4233,165
29005,"Atchison County, Missouri",2622,87,1380,56,1242,59
29007,"Audrain County, Missouri",10638,370,5426,211,5212,281
29009,"Barry County, Missouri",13958,519,7629,397,6329,358
29011,"Barton County, Missouri",4930,255,2643,150,2287,191
29013,"Bates County, Missouri",6980,253,3640,203,3340,175
29015,"Benton County, Missouri",6395,300,3375,223,3020,207
29017,"Bollinger County, Missouri",4797,299,2610,178,2187,198
29019,"Boone County, Missouri",86280,1434,43722,948,42558,1052
29021,"Buchanan County, Missouri",40881,779,21390,513,19491,563
29023,"Butler County, Missouri",17370,659,8494,388,8876,500
29025,"Caldwell County, Missouri",3814,172,1994,104,1820,122
29027,"Callaway County, Missouri",19625,650,9916,462,9709,395
29029,"Camden County, Missouri",17361,644,8931,480,8430,410
29031,"Cape Girardeau County, Missouri",36249,771,18187,533,18062,528
29033,"Carroll County, Missouri",3976,178,2193,104,1783,130
29035,"Carter County, Missouri",2437,223,1150,155,1287,143
29037,"Cass County, Missouri",47000,844,24830,480,22170,676
29039,"Cedar County, Missouri",4827,339,2556,233,2271,231
29041,"Chariton County, Missouri",3271,140,1723,86,1548,112
29043,"Christian County, Missouri",37334,724,19309,521,18025,532
29045,"Clark County, Missouri",3185,150,1742,99,1443,117
29047,"Clay County, Missouri",114957,1288,59901,724,55056,971
29049,"Clinton County, Missouri",9498,348,5043,220,4455,228
29051,"Cole County, Missouri",35868,790,18183,514,17685,521
29053,"Cooper County, Missouri",7786,243,3869,191,3917,163
29055,"Crawford County, Missouri",9468,466,4948,318,4520,329
29057,"Dade County, Missouri",3192,155,1650,97,1542,101
29059,"Dallas County, Missouri",5926,398,3148,300,2778,259
29061,"Daviess County, Missouri",3303,142,1764,93,1539,92
29063,"DeKalb County, Missouri",4258,272,2162,258,2096,139
29065,"Dent County, Missouri",5834,359,3084,245,2750,178
29067,"Douglas County, Missouri",4831,314,2664,208,2167,204
29069,"Dunklin County, Missouri",11338,429,5771,264,5567,345
29071,"Franklin County, Missouri",46882,885,24917,592,21965,584
29073,"Gasconade County, Missouri",6476,244,3342,152,3134,170
29075,"Gentry County, Missouri",2825,165,1426,105,1399,106
29077,"Greene County, Missouri",131456,1396,67851,903,63605,1036
29079,"Grundy County, Missouri",4268,191,2388,130,1880,134
29081,"Harrison County, Missouri",3770,188,1984,120,1786,134
